is_number,title,year,status,category,keywords,related_service,source_url
IS 302 (Part 2/Sec 23): 2009,Safety of household and similar electrical appliances – particular requirements – appliances for skin or hair care,2009,Mandatory (QCO),Compulsory Certification,"Safety, household, similar, electrical, appliances, particular",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 302 (Part 2/ Sec 80): 2017,Household and similar electrical appliances – Safety – particular requirements for fans,2017,Mandatory (QCO),Compulsory Certification,"Household, similar, electrical, appliances, Safety, particular",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 302 (Part 2/Sec 75): 2018,Safety of Household and Similar Electrical Appliances – Particular Requirements – Commercial Dispensing Appliances and Vending Machines,2018,Mandatory (QCO),Compulsory Certification,"Safety, Household, Similar, Electrical, Appliances, Particular",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 302 (Part 2/Sec 7): 2010,Safety of household and similar electrical appliances – particular requirements – domestic electric clothes washing machines,2010,Mandatory (QCO),Compulsory Certification,"Safety, household, similar, electrical, appliances, particular",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 459:1992,Corrugated and Semi – Corrugated Asbestos Cement Sheets,1992,Mandatory (QCO),Compulsory Certification,"Corrugated, Semi, Asbestos, Cement, Sheets",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 1592:2003,Asbestos Cement Pressure Pipes and Joints,2003,Mandatory (QCO),Compulsory Certification,"Asbestos, Cement, Pressure, Pipes, Joints",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2096:1992,Asbestos Cement Flat Sheets,2096,Mandatory (QCO),Compulsory Certification,"Asbestos, Cement, Flat, Sheets",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2098:1997,Asbestos Cement Building Boards,2098,Mandatory (QCO),Compulsory Certification,"Asbestos, Cement, Building, Boards",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 6908:1991,Asbestos – Cement Pipes and Fittings for Sewerage and Drainage,1991,Mandatory (QCO),Compulsory Certification,"Asbestos, Cement, Pipes, Fittings, Sewerage, Drainage",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 13000:1990,Silica-Asbestos-Cement Flat Sheets,1990,Mandatory (QCO),Compulsory Certification,"Silica, Asbestos, Cement, Flat, Sheets",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 8870:1978,Asbestos Cement Cable Conduits and Troughs,1978,Mandatory (QCO),Compulsory Certification,"Asbestos, Cement, Cable, Conduits, Troughs",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 9627:1980,Asbestos Cement Pressure Pipes (Light Duty),1980,Mandatory (QCO),Compulsory Certification,"Asbestos, Cement, Pressure, Pipes, Light, Duty",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 13008:1990,Shallow Corrugated Asbestos Cement Sheets,1990,Mandatory (QCO),Compulsory Certification,"Shallow, Corrugated, Asbestos, Cement, Sheets",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 14862:2000,Fibre Cement Flat Sheets,2000,Mandatory (QCO),Compulsory Certification,"Fibre, Cement, Flat, Sheets",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 14871:2000,Fibre Reinforced Cement Products – Long Corrugated or Asymmetrical Section Sheets and Fittings for Roofing and Cladding,2000,Mandatory (QCO),Compulsory Certification,"Fibre, Reinforced, Cement, Products, Long, Corrugated",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2373:1981,Water meters (bulk type),1981,Mandatory (QCO),Compulsory Certification,"Water, meters, bulk, type",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 779: 1994,Water meters (domestic type),1994,Mandatory (QCO),Compulsory Certification,"Water, meters, domestic, type",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2692: 1989,Ferrules for water services,1989,Mandatory (QCO),Compulsory Certification,"Ferrules, water, services",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2095 (Part 1):2011,Gypsum plaster boards – Specification: Part 1 plain gypsum plaster boards,2095,Mandatory (QCO),Compulsory Certification,"Gypsum, plaster, boards, Specification, Part, plain",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 17400:2021,Glass Fibre Reinforced Gypsum Panels,2021,Mandatory (QCO),Compulsory Certification,"Glass, Fibre, Reinforced, Gypsum, Panels",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2095 (Part 2): 2022,Gypsum Plaster Boards – Coated/ Laminated Gypsum Plaster Boards,2095,Mandatory (QCO),Compulsory Certification,"Gypsum, Plaster, Boards, Coated, Laminated",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2095 (Part 3):2022,Gypsum Plaster Boards – Reinforced Gypsum Plaster Boards and Ceiling Tiles,2095,Mandatory (QCO),Compulsory Certification,"Gypsum, Plaster, Boards, Reinforced, Ceiling, Tiles",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 302 (Part 2/Sec 21): 2018,Appliances for stationary storage type electric water heaters,2018,Mandatory (QCO),Compulsory Certification,"Appliances, stationary, storage, type, electric, water",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 302 (Part 2/Sec 35): 2017,Appliances for electric instantaneous water heaters,2017,Mandatory (QCO),Compulsory Certification,"Appliances, electric, instantaneous, water, heaters",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 368: 2014,Electric Immersion Water Heaters,2014,Mandatory (QCO),Compulsory Certification,"Electric, Immersion, Water, Heaters",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2082: 2018,Stationary storage type electric water heaters,2082,Mandatory (QCO),Compulsory Certification,"Stationary, storage, type, electric, water, heaters",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 17150: 2019,Mini domestic water heater for use with piped natural gas (PNG)s,2019,Mandatory (QCO),Compulsory Certification,"Mini, domestic, water, heater, with, piped",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2494 (Part 1): 1994,V-Belts – Endless V-Belts for Industrial Purposes – General Purpose,1994,Mandatory (QCO),Compulsory Certification,"Belts, Endless, Industrial, Purposes, General, Purpose",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2494 (Part 2): 1993,V-Belts – Endless V-Belts for Industrial Purposes – fire resistant and antistatic V-Belts,1993,Mandatory (QCO),Compulsory Certification,"Belts, Endless, Industrial, Purposes, fire, resistant",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 14261: 1995,Transmission Devices – V – Belts endless narrow V-Belts for industrial use,1995,Mandatory (QCO),Compulsory Certification,"Transmission, Devices, Belts, endless, narrow, industrial",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 17954:2023,Telescopic Ball Bearing Drawer Slide,2023,Mandatory (QCO),Compulsory Certification,"Telescopic, Ball, Bearing, Drawer, Slide",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 18471 (Part 1) : 2023/ ISO 15481:1999,Fasteners – Cross Recessed Drilling Screws with Tapping Screw Thread Part 1 Pan Head,2023,Mandatory (QCO),Compulsory Certification,"Fasteners, Cross, Recessed, Drilling, Screws, with",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 18471 (Part 2) :2023/ ISO 15482:1999,Fasteners – Cross Recessed Drilling Screws with Tapping Screw Thread Part 2 Countersunk Head,2023,Mandatory (QCO),Compulsory Certification,"Fasteners, Cross, Recessed, Drilling, Screws, with",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 18471 (Part 3) :2023/ ISO 15483:1999,Fasteners – Cross Recessed Drilling Screws with Tapping Screw Thread Part 3 Raised Countersunk Head,2023,Mandatory (QCO),Compulsory Certification,"Fasteners, Cross, Recessed, Drilling, Screws, with",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 18476 : 2023/ ISO 15480:2019,Fasteners – Hexagon Washer Head Drilling Screws with Tapping Screw Thread,2023,Mandatory (QCO),Compulsory Certification,"Fasteners, Hexagon, Washer, Head, Drilling, Screws",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 18480 (Part 1) :2023/ ISO 7049 : 2011,Cross Recessed Tapping Screws: Part 1 Pan Head,2023,Mandatory (QCO),Compulsory Certification,"Cross, Recessed, Tapping, Screws, Part, Head",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 18480 (Part 2) :2023/ ISO 7050 : 2011,Cross Recessed Tapping Screws Part 2 Countersunk Flat Head,2023,Mandatory (QCO),Compulsory Certification,"Cross, Recessed, Tapping, Screws, Part, Countersunk",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 18480 (Part 3) :2023/ ISO 7051 : 2011,Cross Recessed Tapping Screw Part 3 Raised Countersunk Oval Head,2023,Mandatory (QCO),Compulsory Certification,"Cross, Recessed, Tapping, Screw, Part, Raised",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 7483 : 2018/ ISO 7045 : 2011,Pan Head Screws With Type H or Type Z Cross Recess – Product Grade A,2018,Mandatory (QCO),Compulsory Certification,"Head, Screws, With, Type, Cross, Recess",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 7485 (Part 1) : 2018/ ISO 7046 -1 : 2011,Countersunk Flat Head Screws (Common head Style) With Type H or Type Z Cross Recess – Product Grade A Part 1 Steel Screws of Property Class 4.8,2018,Mandatory (QCO),Compulsory Certification,"Countersunk, Flat, Head, Screws, Common, head",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
7485 (Part 2) : 2018/ISO 7046-2 : 2011,"Countersunk flat head screws (common head style) with type H or Type Z Cross Recess – Product Grade A part 2 Steel Screws of Property Class 8.8, Stainless Steel Screws and Non – Ferrous Metal Screws",2018,Mandatory (QCO),Compulsory Certification,"Countersunk, flat, head, screws, common, style",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
